Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-03-03,47849.33,52601.54,47790.59,50601.83
2021-03-04,50607.68,51782.52,47516.91,48251
2021-03-05,48246.38,49463.36,46351.48,49094.77
2021-03-06,49087.75,49179.76,47113.25,48959.95
2021-03-07,48964.86,51339.58,48854.33,50515.62
2021-03-08,50515.37,51978.39,49343.72,51602.47
2021-03-09,51618.45,54882.89,51618.45,54807.49
2021-03-10,54842.37,57378.11,53077.9,56941.26
2021-03-11,56932.71,58024.18,54338.53,57954.85
2021-03-12,57955.32,58141.38,55097.89,57253.43
2021-03-13,57241.81,61747.57,56129.51,61086.16
2021-03-14,61071.12,61658.02,59335.67,60209.01
2021-03-15,60215.76,60727.94,54944.56,56148.67
2021-03-16,56160.99,56818.55,53302.87,56308.07
2021-03-17,56285.37,58956.28,54185.92,58356.59
2021-03-18,58387.26,60070.33,57035.47,57695.57
2021-03-19,57656.94,59441.36,56302.82,58531.77
2021-03-20,58511.08,59887.11,57842.98,58538.37
2021-03-21,58514.8,58589.66,55652.84,57637.37
2021-03-22,57611.49,58422.26,53813.08,54574.88
2021-03-23,54616.05,55836.27,52990.73,54395.13
2021-03-24,54391.53,57192.06,51704.9,52596.73
2021-03-25,52536.85,53186.66,50444.41,51757.9
2021-03-26,51763.07,54800.24,51269.2,54431.57
2021-03-27,54427.9,56551.35,54005.21,56412.04
2021-03-28,56409.04,56516.5,54723.56,55143.22
2021-03-29,55141.22,58382.24,54922.48,57555.35
2021-03-30,57560.06,59397.98,57055.95,58761.78
2021-03-31,58758.28,59813.37,56969.29,58949.35
2021-04-01,58946.82,59469.44,57959.45,58755.89
2021-04-02,58753.21,60057.4,58471.92,58774.31
2021-04-03,58766.69,59759.08,57553.93,57679.01
2021-04-04,57656.04,58488.93,56501.13,58115.01
2021-04-05,58126.03,59215.51,56838.23,58673.43
2021-04-06,58680.73,59459.5,57386.01,57927.25
2021-04-07,57878.68,58624.31,55471.62,56185.72
2021-04-08,56168.54,58145.58,55725.84,57675.68
2021-04-09,57673.59,58881.65,57571.12,58340.46
2021-04-10,58340.35,61182.46,57869.45,59107.93
2021-04-11,59119.8,60659.27,59040.19,59546.6
2021-04-12,59571.89,61232.72,59420.66,60002.2
2021-04-13,59989.55,63680.47,59820.4,63137.94
2021-04-14,63128.33,64830.5,61366.49,62810.22
2021-04-15,62778.16,63813.87,62042.25,63460.86
2021-04-16,63458.68,63582.92,60061.44,61840.05
2021-04-17,61826.37,62539.41,59725.65,60773.59
2021-04-18,60773.06,60857.5,52864.15,56352.34
2021-04-19,56362.07,57573.59,54297.06,56337.85
2021-04-20,56332.63,57085.68,53434.75,57014.44
2021-04-21,57049.17,57094.38,54358.36,54816.2
2021-04-22,54780.89,55454.84,50552.85,51699.53
2021-04-23,51655.72,52217.37,47534.56,50439.98
2021-04-24,50359.28,51216.61,48774.88,50876.92
2021-04-25,50909.44,50996.92,47090.12,47694.45
2021-04-26,47674.91,54388.07,47600.66,53384.26
2021-04-27,53403.48,55487.97,52960.22,55323.9
2021-04-28,55322.11,56442.68,53907.63,54857.8
2021-04-29,54853.51,55208.42,52399.57,53340.24
2021-04-30,53349.98,57372.81,53096.56,57046.48
2021-05-01,57045.85,58497.46,56967.38,57468.41
