Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2012-05-13,2.86421,3.13891,2.78117,3.03058,394875843.73789
2012-05-20,3.0054,3.07854,2.75799,2.77178,252006513.44032
2012-05-27,2.77617,2.8752,2.71183,2.84602,232007922.63883
2012-06-03,2.89119,2.93686,2.7438,2.7485,162245294.41607
2012-06-10,2.76219,2.90049,2.66827,2.78117,220130420.29944
2012-06-17,2.87051,2.92146,2.73221,2.81994,305690441.63426
2012-06-24,2.79916,3.14341,2.77617,2.98042,394335883.21134
2012-07-01,2.98512,3.17758,2.86421,3.17038,277552782.63428
2012-07-08,3.18656,3.18916,3.03958,3.07455,159502995.31627
2012-07-15,3.05536,3.09074,2.81994,2.88189,228808522.31649
2012-07-22,2.86421,3.06476,2.79047,2.93946,245379603.52153
2012-07-29,2.86191,3.10203,2.82974,3.09304,210587307.41936
2012-08-05,3.09304,3.17987,3.0054,3.14818,194128687.13378
2012-08-12,3.17758,3.49243,3.17288,3.35503,368740950.839
2012-08-19,3.35953,3.4132,3.30407,3.36203,230073684.89298
2012-08-26,3.35023,3.3935,3.2693,3.35023,182508250.19078
2012-09-02,3.34823,3.35723,3.18656,3.21934,184650167.60263
2012-09-09,3.16638,3.23243,2.97183,3.07455,284719771.16984
2012-09-16,3.06736,3.23023,3.03278,3.17538,201583809.80206
2012-09-23,3.18237,3.18916,3.05106,3.13521,214214133.29222
2012-09-30,3.08574,3.18916,2.98762,3.06006,252844760.85623
2012-10-07,3.07455,3.16638,2.97613,3.05106,241478268.92567
2012-10-14,3.03958,3.05356,2.87969,2.89819,165041957.04927
2012-10-21,2.90289,3.02809,2.76019,2.77617,215004228.92047
2012-10-28,2.79047,2.85972,2.71423,2.76479,227115363.75366
2012-11-04,2.77617,2.91466,2.74121,2.86671,117352007.21827
2012-11-11,2.85972,3.00091,2.78797,2.79716,305657086.15087
2012-11-18,2.80176,2.81344,2.55825,2.6105,310143534.77027
2012-11-25,2.65927,2.78077,2.62539,2.7478,156218266.8037
2012-12-02,2.7525,2.85062,2.7478,2.76399,224100874.7024
2012-12-09,2.78297,2.79896,2.70184,2.75979,249390858.09557
2012-12-16,2.76179,2.95813,2.755,2.90788,264822865.05483
2012-12-23,2.90069,2.95583,2.81974,2.85282,229157441.88891
2012-12-30,2.85062,2.86871,2.77577,2.79417,91442478.496239
2013-01-06,2.78517,3.04557,2.77817,3.03608,176387658.09572
2013-01-13,3.03378,3.04308,2.79177,2.81974,302231603.1027
2013-01-20,2.83883,2.84103,2.7502,2.81075,216182662.23634
2013-01-27,2.80876,2.86871,2.77128,2.86671,164666399.12531
2013-02-03,2.87999,2.93066,2.81314,2.85742,201198338.30418
2013-02-10,2.84103,2.89849,2.78747,2.85742,233521700.15563
2013-02-17,2.87999,2.95344,2.78297,2.94016,341809815.61584
2013-02-24,2.94216,2.95583,2.83194,2.89149,227031024.31885
2013-03-03,2.89849,2.98582,2.83633,2.95284,279073023.08872
2013-03-10,2.93466,3.02039,2.90968,2.97882,174770027.2356
2013-03-17,2.94845,3.0106,2.91886,2.93686,197500217.96278
2013-03-24,2.91886,2.94385,2.87669,2.89999,169430707.02751
2013-03-31,2.91886,2.98342,2.86321,2.98082,128996217.32382
2013-04-07,2.97433,2.97433,2.79746,2.89489,216587393.44852
2013-04-14,2.89749,3.07375,2.83304,3.04078,304688324.02251
2013-04-21,3.03158,3.04078,2.8742,2.92116,230021743.20985
2013-04-28,2.91886,3.13661,2.89489,3.11571,199774014.12919
2013-05-05,3.13161,3.24572,3.10653,3.22284,161945017.00595
2013-05-12,3.22284,3.3925,3.14121,3.37883,262042788.09298
2013-05-19,3.35553,3.47844,3.29408,3.45446,180536468.76178
2013-05-26,3.44047,3.49842,3.31406,3.3952,187663188.53225
2013-06-02,3.42078,3.44876,3.35883,3.38003,158052248.95489
2013-06-09,3.3842,3.45596,3.29708,3.37453,202153409.97312
2013-06-16,3.36583,3.3932,3.26221,3.35123,139747727.41199
2013-06-23,3.37753,3.61505,3.31157,3.36823,347358090.46401
2013-06-30,3.31886,3.36353,3.22943,3.2783,305910118.46602
2013-07-07,3.30188,3.34005,3.26001,3.32586,83607485.609426
2013-07-14,3.33525,3.45116,3.28958,3.41819,116055423.63631
2013-07-21,3.42548,3.44876,3.28958,3.32586,145073097.96264
2013-07-28,3.35123,3.3818,3.28958,3.31626,138539358.2253
2013-08-04,3.30927,3.45346,3.29958,3.44617,128795857.24994
2013-08-11,3.43717,3.47495,3.29458,3.3842,202090165.65484
2013-08-18,3.24602,3.59635,3.06076,3.54689,285629088.88303
2013-08-25,3.5269,3.54389,3.47844,3.51142,134802767.49275
2013-09-01,3.51591,3.5284,3.44497,3.46175,165203745.65478
2013-09-08,3.47115,3.5284,3.44247,3.49243,96766058.679052
2013-09-15,3.52091,3.73245,3.51142,3.70847,148949991.88597
2013-09-22,3.73924,3.77921,3.69737,3.70847,133783896.08121
2013-09-29,3.70407,3.73464,3.63582,3.6566,110115940.90771
2013-10-06,3.61902,3.69008,3.59405,3.659,138310288.21721
2013-10-13,3.64532,3.70177,3.54389,3.58186,125009400.42
2013-10-20,3.57207,3.72295,3.57207,3.71067,112159576.23264
2013-10-27,3.75543,3.75793,3.56488,3.57686,127141546.36651
2013-11-03,3.57207,3.60265,3.52091,3.58186,158232439.61946
2013-11-10,3.59405,3.6636,3.407,3.65201,246927436.05615
2013-11-17,3.63802,3.82877,3.63162,3.7959,181585982.58395
2013-11-24,3.71326,3.74644,3.57487,3.58236,116792305.60965
2013-12-01,3.58236,3.73145,3.58236,3.68149,137686326.51427
2013-12-08,3.66679,3.77361,3.64162,3.65032,181208571.24398
2013-12-15,3.65032,3.68878,3.54039,3.54409,187197971.10897
2013-12-22,3.54639,3.70497,3.51611,3.70177,167226365.92434
2013-12-29,3.72425,3.75922,3.68878,3.71925,66461347.064081
2014-01-05,3.72165,3.7999,3.68638,3.69807,106303933.55733
2014-01-12,3.73624,3.87874,3.67889,3.71196,165446245.92351
2014-01-19,3.71196,3.83407,3.61762,3.77361,129383676.34014
2014-01-26,3.78091,3.81089,3.67179,3.67179,107773689.44186
2014-02-02,3.67179,3.72665,3.62732,3.70497,116385849.07934
2014-02-09,3.73145,3.74994,3.61505,3.74544,132731275.88579
2014-02-16,3.74044,4.23486,3.73824,4.22567,320547898.64086
2014-02-23,4.22088,4.48097,4.18889,4.39903,183143611.60302
2014-03-02,4.38935,4.49916,4.29371,4.35648,181301982.6097
2014-03-09,4.25954,4.4497,4.22088,4.35218,151503806.98514
2014-03-16,4.33888,4.36866,4.16242,4.22337,177500659.42195
2014-03-23,4.23506,4.48217,4.21868,4.39514,181161849.54889
2014-03-30,4.40153,4.49686,4.16711,4.24265,222310870.14983
2014-04-06,4.25455,4.54713,4.21988,4.30251,225406587.25884
2014-04-13,4.30491,4.53033,4.23766,4.29521,215907356.90474
2014-04-20,4.32668,4.4403,4.29521,4.39973,103726634.51657
2014-04-27,4.40153,4.61237,4.37335,4.4403,141204069.04813
2014-05-04,4.4568,4.49916,4.34218,4.36866,111621550.18402
2014-05-11,4.35886,4.49686,4.19869,4.27854,202679514.91408
2014-05-18,4.29521,4.41553,4.22337,4.25694,141869932.76395
2014-05-25,4.29021,4.42431,4.28352,4.40273,120487211.49523
2014-06-01,4.42671,4.55632,4.41433,4.52513,88752845.633124
2014-06-08,4.53953,4.5728,4.43171,4.53233,98232425.974727
2014-06-15,4.52983,4.69791,4.49616,4.65295,136090041.96261
2014-06-22,4.63136,4.68812,4.47228,4.50816,146925709.34644
2014-06-29,4.4488,4.48397,4.34118,4.37685,153814986.71236
2014-07-06,4.35986,4.50086,4.35986,4.48887,85868185.77057
2014-07-13,4.49616,4.5703,4.37465,4.53713,125423644.90026
2014-07-20,4.55632,4.66713,4.38445,4.39164,197426630.74259
2014-07-27,4.37465,4.47448,4.22837,4.23566,142804479.75215
2014-08-03,4.23087,4.31771,4.14813,4.21208,148686833.83482
2014-08-10,4.20768,4.54913,4.12924,4.52513,216888094.18204
2014-08-17,4.52983,4.5658,4.4488,4.53453,159906901.89843
2014-08-24,4.55382,4.65665,4.50816,4.5643,133693386.93277
2014-08-31,4.5834,4.66163,4.56211,4.65215,103855339.84666
2014-09-07,4.66393,4.81892,4.61937,4.77685,125187519.5019
2014-09-14,4.77175,4.78155,4.5668,4.5741,125793195.23446
2014-09-21,4.5882,4.66863,4.48467,4.5643,157681076.3813
2014-09-28,4.65665,4.65665,4.41733,4.43601,116733408.6127
2014-10-05,4.40073,4.46099,4.24975,4.36016,142657305.31178
2014-10-12,4.37715,4.41253,4.02792,4.02792,183898769.53908
2014-10-19,4.05689,4.27174,4.01113,4.16671,190285490.95532
2014-10-26,4.16671,4.4467,4.13783,4.41973,127056611.47677
2014-11-02,4.41733,4.67592,4.36986,4.67362,97478827.229881
2014-11-09,4.78155,4.94861,4.68492,4.73328,193308756.71193
2014-11-16,4.73328,4.81892,4.63515,4.73088,114606630.76739
2014-11-23,4.71129,4.93583,4.68062,4.91304,107026637.69889
2014-11-30,4.92334,5.06572,4.90455,5.03674,69770028.87682
2014-12-07,5.01507,5.08971,4.89287,5.06104,111656382.79592
2014-12-14,5.05104,5.10449,4.7096,4.71459,117717999.83439
2014-12-21,4.77035,4.95531,4.5884,4.90455,139184640.21681
2014-12-28,4.90005,5.05354,4.88287,4.94531,37109403.357987
2015-01-04,4.93083,4.9721,4.75826,4.8351,49483557.136055
2015-01-11,4.8351,4.84989,4.5837,4.79004,126025409.64486
2015-01-18,4.80122,4.86139,4.65964,4.79384,99207278.756313
2015-01-25,4.82012,4.9828,4.74828,4.977,55524171.128328
2015-02-01,4.95281,4.977,4.60438,4.61117,135200872.64266
2015-02-08,4.64065,4.9746,4.55013,4.90005,101537033.67487
2015-02-15,4.87117,5.40507,4.8399,5.35901,188124284.80699
2015-02-22,5.35901,5.40257,5.28436,5.36391,73010085.26015
2015-03-01,5.36391,5.38308,5.29506,5.31943,73506703.67359
2015-03-08,5.30504,5.52138,5.29755,5.43684,131586513.29415
2015-03-15,5.43934,5.6179,5.36301,5.47371,184342373.44977
2015-03-22,5.51668,5.69015,5.46372,5.65917,178702911.93554
2015-03-29,5.49071,5.56205,4.93303,5.15596,200027380.69971
2015-04-05,5.17993,5.20322,4.9793,5.07832,117522851.74244
2015-04-12,5.05374,5.49071,5.00347,5.48811,200563629.39044
2015-04-19,5.47611,5.50709,5.30724,5.35301,118764019.98742
2015-04-26,5.38188,5.41087,5.21991,5.31224,121221185.2467
2015-05-03,5.32943,5.50209,5.28286,5.48571,119638217.86927
2015-05-10,5.47371,5.51668,4.94063,5.02237,258262959.32683
2015-05-17,4.95261,5.17993,4.91384,5.13677,181478621.56078
2015-05-24,5.12449,5.16046,5.04074,5.05274,126881925.01738
2015-05-31,5.02836,5.39728,4.9836,5.36101,139833107.64197
2015-06-07,5.39488,5.47471,5.2246,5.39228,153238343.1602
2015-06-14,5.37798,5.41157,5.10169,5.11399,179156919.79478
2015-06-21,5.08671,5.35841,5.04334,5.29785,149859420.68403
2015-06-28,5.30744,5.33701,5.00217,5.02356,201606162.87967
2015-07-05,4.966,5.06253,4.8371,4.94601,119339796.87745
2015-07-12,4.90485,4.973,4.64115,4.78425,177083282.54856
2015-07-19,4.8324,4.89067,4.74028,4.86139,127010155.98506
2015-07-26,4.86139,4.88057,4.64365,4.70331,108712977.05187
2015-08-02,4.66263,4.89785,4.62397,4.8324,106504478.77265
2015-08-09,4.87137,5.66117,4.80822,5.56605,304453314.47665
2015-08-16,5.52768,5.80157,5.4937,5.70184,203614883.53001
2015-08-23,5.69185,5.69185,5.21722,5.22221,166597623.56901
2015-08-30,4.92534,5.56265,4.86488,5.52888,277970197.53672
2015-09-06,5.50209,5.54106,5.20542,5.29056,150810491.29618
2015-09-13,5.41955,5.57953,5.35041,5.50968,121944290.69485
2015-09-20,5.53606,5.76739,5.49011,5.66517,132485338.99151
2015-09-27,5.67246,5.85472,5.47311,5.74341,146350330.76071
2015-10-04,5.74341,6.03269,5.6307,6.03269,226944275.04293
2015-10-11,6.07217,6.39211,6.03997,6.34086,218904722.87407
2015-10-18,6.34815,6.84077,6.30229,6.77703,217131055.80324
2015-10-25,6.7992,7.00055,6.65481,6.95398,168025961.81072
2015-11-01,6.95898,6.97597,6.72076,6.90092,133717534.38127
2015-11-08,6.92241,7.76936,6.72076,7.67454,273404133.09131
2015-11-15,7.59899,7.66224,7.21218,7.24887,231141120.40721
2015-11-22,7.34339,7.70871,7.28583,7.66454,148220041.2081
2015-11-29,7.72769,7.72769,7.51586,7.66454,65218015.166089
2015-12-06,7.67174,8.25569,7.66454,8.2407,177783476.49247
2015-12-13,8.2384,8.2407,7.90426,7.93283,152011008.48399
2015-12-20,7.94013,8.19403,7.8375,7.8475,150511522.88613
2015-12-27,7.93283,8.12089,7.86229,8.09891,60325982.683088
2016-01-03,8.01348,8.28737,7.90196,8.04775,65498018.086615
2016-01-10,7.88467,8.16535,7.21887,7.23487,211005987.28823
2016-01-17,7.24217,7.47659,6.50453,6.61914,268950107.24271
2016-01-24,6.75623,6.99295,6.45836,6.94629,152550846.91726
2016-01-31,6.94399,7.16452,6.71446,7.15173,120501875.69859
2016-02-07,7.14454,7.1903,6.43358,6.45337,172293865.4631
2016-02-14,6.35544,6.48254,6.04317,6.28259,187844825.30164
2016-02-21,6.37243,7.56351,6.35294,7.43212,257850236.00875
2016-02-28,7.54004,7.8417,7.47159,7.73518,175965389.48507
2016-03-06,7.74618,8.10141,7.68024,7.9765,116977351.98395
2016-03-13,7.93233,7.9863,7.60678,7.89646,117289126.17754
2016-03-20,7.85929,8.39278,7.73618,8.28587,171322088.03106
2016-03-27,8.21202,8.4988,8.12359,8.44994,127902899.03531
2016-04-03,8.43495,8.88321,8.42526,8.85883,150085836.66445
2016-04-10,8.93276,8.97883,8.48652,8.73921,168086529.08375
2016-04-17,8.79088,9.17988,8.61112,9.09845,177166625.22186
2016-04-24,9.08156,9.11083,8.84174,8.88821,112214395.11393
2016-05-01,8.89081,9.14761,8.61112,8.70704,139223906.21579
2016-05-08,8.79088,8.87601,8.42995,8.65749,124629652.29475
2016-05-15,8.67976,10.0473,8.56016,10.0433,349561056.51663
2016-05-22,9.96638,10.9077,9.93441,10.8647,283707943.13939
2016-05-29,10.9097,11.2963,10.8147,11.2773,165491211.27676
2016-06-05,11.3263,11.681,11.2184,11.4173,132637296.0858
2016-06-12,11.4493,11.658,11.2524,11.3513,154023115.72166
2016-06-19,11.3633,11.737,11.3403,11.4783,155842950.064
2016-06-26,11.663,11.9269,11.1295,11.2334,148306599.33798
2016-07-03,11.1424,11.637,10.9506,11.4633,162078489.97849
2016-07-10,11.4003,12.5524,11.3093,12.4935,139762455.66429
2016-07-17,12.6723,13.2189,12.6573,12.9492,181600548.71238
2016-07-24,13.1079,13.4318,12.9651,13.4318,139501172.0452
2016-07-31,13.5136,14.0672,13.4548,14.0302,169948504.62171
2016-08-07,14.0892,14.307,13.6365,14.299,139543145.11236
2016-08-14,14.4959,15.5711,14.2791,15.4881,290254955.01656
2016-08-21,15.5051,15.6001,14.9016,15.2964,190638009.27717
2016-08-28,15.3423,15.5851,14.9556,15.2674,141035177.01565
2016-09-04,15.3293,15.6001,15.0534,15.3902,156832339.95185
2016-09-11,15.4441,15.5621,14.5229,14.6508,147240155.58145
2016-09-18,14.4569,15.5681,14.1082,15.4671,251071248.90391
2016-09-25,15.6291,16.1077,15.4421,15.9867,153421099.78515
2016-10-02,15.804,17.0309,15.6361,16.8671,150912565.28008
2016-10-09,16.8671,17.1569,16.3086,16.4554,137276979.77586
2016-10-16,16.5404,16.6293,15.678,16.2426,139948503.80393
2016-10-23,16.2406,16.7252,16.1267,16.6243,101051287.5678
2016-10-30,16.7372,17.9573,16.7352,17.3687,165280033.93856
2016-11-06,17.4246,17.6775,16.3864,16.6313,168587766.02572
2016-11-13,17.1189,21.8493,16.4324,21.6525,422690486.95578
2016-11-20,21.6825,23.3332,20.5822,22.9804,441746725.80611
2016-11-27,23.1603,23.481,22.7396,23.2123,135551101.21516
2016-12-04,23.1403,23.3552,20.8961,21.8033,258367047.84984
2016-12-11,22.183,23.8188,21.9393,22.6347,230586841.94184
2016-12-18,22.149,24.8259,21.5785,24.7541,368231818.86528
2016-12-25,24.5772,27.0754,24.4053,27.0504,350200907.35878
2017-01-01,27.6249,29.5643,25.3386,26.3139,690094251.80233
2017-01-08,25.7374,26.222,24.4992,25.4135,439098542.61029
2017-01-15,25.5125,26.9154,25.0539,25.4945,331074590.96963
2017-01-22,25.3886,26.3299,24.4322,25.6404,222311135.35245
2017-01-29,25.5875,27.5819,25.5625,27.552,222250762.22775
2017-02-05,27.3401,28.5752,26.6007,28.2014,229402513.12184
2017-02-12,28.1075,29.8082,27.7577,28.0116,402877964.30924
2017-02-19,27.9546,28.1015,25.8342,26.4307,356690469.34459
2017-02-26,26.6807,27.5949,23.622,25.0319,354606938.53976
2017-03-05,25.2287,25.9672,23.7508,24.2955,332380574.73327
2017-03-12,23.9337,25.0059,23.491,24.4612,305123526.51456
2017-03-19,24.8419,26.192,24.5622,26.18,346211415.41125
2017-03-26,26.3569,27.1383,25.9922,26.5257,328532951.17232
2017-04-02,26.0571,27.1483,25.5645,26.8854,222342847.58039
2017-04-09,26.8904,27.0624,24.2905,24.7671,354446187.72711
2017-04-16,24.7741,24.8419,23.57,23.57,227818156.68318
2017-04-23,23.6989,25.1258,23.647,25.0988,197556255.77533
2017-04-30,25.4115,26.157,25.2058,25.7443,177650769.10484
2017-05-07,25.8542,26.3739,25.3156,25.6344,172792259.2329
2017-05-14,25.7543,32.1934,25.2557,31.5658,623690383.65177
2017-05-21,31.9785,34.148,31.3591,33.6083,571028356.18377
2017-05-28,34.038,35.8985,33.5353,35.0472,376185543.46239
2017-06-04,35.5068,36.3232,35.1012,35.4909,289288152.38524
2017-06-11,35.331,41.6341,35.2141,36.9677,710360537.1208
2017-06-18,36.0435,38.2377,35.1142,37.4664,649916914.56154
2017-06-25,37.909,39.9614,37.862,38.012,415557044.04888
2017-07-02,38.3347,38.6904,35.4569,35.7187,490282232.63751
2017-07-09,35.8405,36.4482,34.2378,36.2632,295960699.17032
2017-07-16,37.0037,41.0886,36.7389,40.7729,522172172.35709
2017-07-23,41.0956,41.8341,39.8516,41.5343,376524294.26594
2017-07-30,41.6072,41.9889,38.9272,40.6209,309389390.60873
2017-08-06,40.7559,42.0238,39.6866,41.3154,251376557.15755
2017-08-13,41.6072,43.1321,37.7861,38.5305,482995679.75552
2017-08-20,39.4519,41.9239,39.3339,39.9015,380080886.48071
2017-08-27,40.1493,41.3703,38.8803,40.511,250351443.97733
2017-09-03,40.7029,42.5075,40.1263,42.1568,217281904.05038
2017-09-10,41.6411,41.6941,40.2392,40.481,196195995.5448
2017-09-17,40.9406,44.545,40.8887,44.545,346482088.20361
2017-09-24,45.792,47.2808,43.9264,44.2701,486272252.03678
2017-10-01,43.9614,44.453,42.0808,44.2132,380107376.7191
2017-10-08,44.7128,45.0116,43.7745,44.8367,209661530.13115
2017-10-15,45.2084,48.2212,45.0186,48.1202,325010136.76358
2017-10-22,48.419,49.3583,47.5906,48.6937,265198848.30374
2017-10-29,48.9137,49.9218,47.2728,49.9188,257908402.44755
2017-11-05,49.9188,51.9263,49.763,51.6146,213752844.87068
2017-11-12,51.2449,54.0807,49.5501,53.4541,358395734.15651
2017-11-19,53.4541,53.7119,51.3947,52.269,259233259.63036
2017-11-26,52.4239,53.7069,52.0592,53.6969,134457320.57341
2017-12-03,53.7838,53.7938,47.3208,48.9237,400295709.48229
2017-12-10,49.5061,49.5681,44.6898,47.3858,371844691.07763
2017-12-17,47.5286,48.2012,45.691,47.4128,250872366.95932
2017-12-24,47.8105,49.0185,47.3258,48.324,192154501.86827
2017-12-31,47.7685,49.4861,47.4688,47.8854,121471672.61752
2018-01-07,48.449,53.9658,48.1322,53.3123,244722945.83906
2018-01-14,54.5393,55.9953,53.4571,55.1808,274174931.97696
2018-01-21,55.4486,57.1883,53.6301,56.9445,224768880.05442
2018-01-28,57.0244,60.224,56.4489,60.222,255174946.10356
2018-02-04,60.074,61.6889,57.2083,57.7878,276039375.40037
2018-02-11,56.177,59.1158,50.4854,57.4341,591005244.40459
2018-02-18,58.2455,61.8687,55.6904,60.3499,383114812.38162
2018-02-25,60.5737,62.3503,59.3057,60.9034,250209463.50512
2018-03-04,61.3681,61.6369,54.934,58.5752,343178992.65875
2018-03-11,58.0735,60.8834,56.8316,60.7565,278259429.50818
2018-03-18,61.1713,63.0199,60.9314,62.0286,255595452.36778
2018-03-25,61.462,62.4033,57.578,57.6909,302261020.57747
2018-04-01,58.9389,61.9087,53.7399,57.3482,392009903.17677
2018-04-08,56.6417,58.1055,52.7636,53.0574,377871716.68846
2018-04-15,53.6899,58.8171,53.1444,57.3262,284732431.84251
2018-04-22,57.3911,59.2437,56.162,56.6347,206715919.70274
2018-04-29,56.8086,57.3262,52.0792,56.0451,222838309.10998
2018-05-06,56.209,59.2287,55.0209,59.1958,170988595.24461
2018-05-13,60.25,64.5057,60.15,63.0279,403778109.0143
2018-05-20,63.4066,64.0091,59.8043,60.9064,307311264.93338
2018-05-27,61.8787,61.9307,59.4925,61.7667,235289736.92495
2018-06-03,61.5869,63.8942,61.1333,63.8342,167435364.59805
2018-06-10,64.1739,66.0555,63.8542,64.9874,215408675.9155
2018-06-17,64.8604,66.701,64.3358,65.7288,180097111.0952
2018-06-24,65.2861,65.8587,62.0286,62.1804,213356067.73537
2018-07-01,61.1213,61.1593,58.2335,58.7032,234972804.79072
2018-07-08,58.0037,61.3721,57.7978,61.2881,119345357.12545
2018-07-15,62.0286,62.9699,60.9764,61.7767,163859348.54358
2018-07-22,61.5,63.0099,60.7565,62.1665,130663089.80423
2018-07-29,61.9007,63.5784,60.2839,62.4482,161121295.68789
2018-08-05,62.5862,62.7031,59.7703,62.4662,140428471.49633
2018-08-12,62.3404,64.4807,61.8737,63.1326,119926797.34223
2018-08-19,63.2186,65.3241,60.3967,60.6667,340720134.1058
2018-08-26,60.26,67.6003,59.1488,67.4534,356199132.96659
2018-09-02,67.7523,69.8425,66.783,69.5828,207224662.37905
2018-09-09,69.4499,70.7149,66.2434,67.4025,141486293.66602
2018-09-16,67.6283,69.1911,64.9334,68.5376,158802351.0283
2018-09-23,68.2848,68.9793,64.9804,65.3141,160900199.77196
2018-09-30,65.0034,69.8895,64.1309,69.6678,178149661.25539
2018-10-07,70.4522,72.5834,66.3283,66.9028,216241762.38849
2018-10-14,66.0715,67.2276,58.0775,61.1263,272337912.50528
2018-10-21,60.9914,61.9507,56.4489,56.8116,234528426.28826
2018-10-28,57.3382,58.3405,47.8785,49.1564,352540527.81455
2018-11-04,50.5754,55.0369,43.6386,53.2873,335840874.38111
2018-11-11,53.1544,53.9028,49.8399,50.993,210425377.70605
2018-11-18,50.0747,51.2929,40.0634,40.7659,463116399.10627
2018-11-25,40.1093,40.1163,33.0487,35.9505,486781312.95622
2018-12-02,37.1626,40.6629,36.3362,40.5559,366537154.15177
2018-12-09,42.8322,43.3518,36.1385,36.633,309961475.67824
2018-12-16,36.1832,38.6874,35.9405,36.3462,292012504.77386
2018-12-23,36.0435,37.3095,31.8786,32.1534,361240064.20733
2018-12-30,31.3921,34.095,30.8874,33.1656,244236998.57831
2019-01-06,33.6023,34.3677,31.6858,33.7983,228178333.85634
2019-01-13,34.3717,37.1646,33.858,36.9358,353626493.48571
2019-01-20,36.4132,39.204,36.1762,38.9442,298392045.70425
2019-01-27,38.6424,39.9215,36.618,39.7436,313977081.57666
2019-02-03,33.888,36.4302,32.5091,35.9185,615267222.40792
2019-02-10,36.0765,38.6144,35.7686,36.7719,289341753.33604
2019-02-17,36.3302,40.6659,35.8605,39.0441,406541343.10831
2019-02-24,38.9402,40.0164,38.5106,39.5068,195751304.80379
2019-03-03,40.3392,41.0156,37.999,38.8643,234333468.34157
2019-03-10,39.25,39.4798,35.9705,37.4244,206195984.4754
2019-03-17,37.6592,42.6094,37.1865,42.1868,341054640.66678
2019-03-24,42.4975,45.9598,41.6991,44.0953,365611695.1067
2019-03-31,43.6916,45.1534,42.5055,44.6099,265700011.18913
2019-04-07,45.5313,47.6085,44.8127,47.4328,266947452.22648
2019-04-14,47.1259,48.0602,46.5914,47.1989,216892018.17995
2019-04-21,47.1209,47.3108,45.4913,46.2836,157698986.06419
2019-04-28,46.0468,47.8984,43.0521,44.2431,232795776.55442
2019-05-05,44.3231,45.9269,43.6016,45.4683,185230825.22151
2019-05-12,43.6016,44.8027,40.7409,41.9389,264296838.1735
2019-05-19,40.6159,40.8488,38.4907,38.8843,350939139.36354
2019-05-26,37.899,38.6804,35.9905,36.0585,222323004.42034
2019-06-02,36.2362,36.563,33.6723,33.6903,178251816.30123
2019-06-09,33.8023,36.5301,32.9758,36.1882,240150558.56305
2019-06-16,36.7489,37.894,35.5238,35.9735,185765407.63922
2019-06-23,35.9565,39.1271,35.7267,37.7441,198445702.30706
2019-06-30,37.959,41.1286,37.4864,40.8459,203250399.0661
2019-07-07,42.9191,43.2648,39.214,39.8466,176406871.77485
2019-07-14,39.252,42.3966,38.5504,41.6841,232569804.91346
2019-07-21,41.8969,42.9551,40.9956,41.8909,177674838.4937
2019-07-28,42.1068,44.493,42.0308,43.5448,178644769.51509
2019-08-04,43.4718,43.7615,39.6117,40.0863,166351013.16016
2019-08-11,38.2507,39.3719,37.0337,38.3447,198436453.24083
2019-08-18,37.8241,40.1733,36.6599,39.6816,264310586.67728
2019-08-25,40.8189,43.1391,40.1993,40.3992,259442182.24596
2019-09-01,41.1886,42.5355,39.5837,41.7011,152222799.29088
2019-09-08,40.9726,45.0856,40.6409,44.477,160480929.45199
2019-09-15,44.7897,46.9012,44.513,45.2983,179178014.91132
2019-09-22,44.545,45.2134,42.8892,42.9921,134356025.18436
2019-09-29,42.9951,44.57,42.1538,42.7594,150023821.28508
2019-10-06,43.0191,45.5981,42.3536,45.3053,159378798.4306
2019-10-13,45.9518,47.1329,43.9414,46.3036,203242785.24919
2019-10-20,46.1897,49.6131,45.904,47.4208,189092930.84666
2019-10-27,48.0352,51.1329,47.5556,50.9231,155875899.23697
2019-11-03,51.3627,52.0092,49.2434,50.4354,124657782.78627
2019-11-10,51.2499,52.7037,50.8152,51.7325,142229799.70009
2019-11-17,51.7245,52.7436,49.9488,50.8351,242135027.68537
2019-11-24,50.7602,53.4141,50.7302,52.5019,198450982.34097
2019-12-01,53.7868,55.1188,53.6571,54.0007,125499155.58997
2019-12-08,53.9308,54.0657,49.9188,52.8616,154451935.33723
2019-12-15,52.6318,57.0463,52.5439,55.8023,157230763.34489
2019-12-22,56.277,59.8922,55.9973,59.6374,205242299.86617
2019-12-29,59.9242,60.247,58.7501,59.0139,93551245.58144
2020-01-05,58.7951,59.7723,57.3342,58.8151,93613956.492193
2020-01-12,57.8778,61.9237,57.616,60.8714,143621892.25032
2020-01-19,61.7008,63.0279,60.9234,62.1065,148613272.63451
2020-01-26,61.7387,64.6486,61.432,62.4063,107890634.7874
2020-02-02,59.3556,62.1035,57.8558,58.9039,170777717.13502
2020-02-09,58.7231,63.3416,58.6602,62.6801,114768604.51435
2020-02-16,62.9059,73.4869,62.8559,72.1957,312352590.47537
2020-02-23,71.1635,78.8097,70.9677,73.263,290558130.64089
2020-03-01,67.3176,70.2252,60.277,67.3276,471822387.42829
2020-03-08,69.0272,71.0177,64.3138,66.3213,320583616.92941
2020-03-15,59.8043,65.0822,53.7998,60.0401,315726579.18218
2020-03-22,52.9536,57.4141,45.0436,51.2929,401648274.83397
2020-03-29,51.2829,65.5918,49.4881,62.9999,388645975.15625
2020-04-05,63.6543,68.6545,59.4285,60.8064,355825843.77592
